"lifetime_gross"	"year"	"(no genres listed)"	"Action"	"Adventure"	"Animation"	"Children"	"Comedy"	"Crime"	"Documentary"	"Drama"	"Fantasy"	"Film-Noir"	"Horror"	"IMAX"	"Musical"	"Mystery"	"Romance"	"Sci-Fi"	"Thriller"	"War"	"Western"	"title"	"averageRating"	"numVotes"	"isAdult"	"runtimeMinutes"	"avg_rating_grouplense"
"925"	21567853	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"He Got Game"	6.9	46709	0	136	3.36354900704676
"926"	80837	1998	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Slappy and the Stinkers"	5.1	1215	0	78	2.4
"927"	2087471	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	"Zero Effect"	6.9	14334	0	116	3.69510582010582
"928"	266130	1997	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Nil by Mouth"	7.3	8972	0	128	3.5187074829932
"929"	4106588	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Kissing a Fool"	5.6	5264	0	93	2.92746113989637
"930"	7571115	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Krippendorf's Tribe"	5	5466	0	94	2.28908355795148
"931"	19221939	1998	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	"Species II"	4.4	28788	0	93	2.11022840119166
"932"	3572443	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Major League: Back to the Minors"	4.7	7535	0	100	2.25364583333333
"933"	123104	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Sour Grapes"	5.8	2884	0	91	2.45049504950495
"934"	533759	1997	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Wild Man Blues"	6.9	2211	0	105	3.45897435897436
"935"	2172941	1998	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Tarzan and the Lost City"	4	2220	0	83	2.09832635983264
"936"	12951088	1998	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Black Dog"	5.5	8944	0	89	2.29694835680751
"937"	676631	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Dancer, Texas Pop. 81"	6.7	2497	0	97	3.28753541076487
"938"	228455	1997	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Still Breathing"	6.7	2640	0	109	3.16
"939"	537948	1997	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Clockwatchers"	6.6	5469	0	96	3.34452479338843
"940"	140464664	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	"Deep Impact"	6.2	172898	0	120	2.96485513457912
"941"	104255	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Little Men"	6.3	545	0	98	2.6046511627907
"942"	8064972	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Woo"	4.2	2038	0	84	2.01086956521739
"943"	106404	1997	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Lawn Dogs"	7.5	7958	0	101	3.59646302250804
"944"	22510798	1998	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	"Quest for Camelot"	6.3	16083	0	86	2.88427947598253
"945"	136314294	1998	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	"Godzilla"	5.4	189242	0	139	2.37314456779344
"946"	26528185	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"Bulworth"	6.8	25786	0	108	3.33141271873666
"947"	10680275	1998	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Fear and Loathing in Las Vegas"	7.6	271103	0	118	3.75059586233197
"948"	6136856	1998	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	"Almost Heroes"	5.8	16309	0	90	2.59558823529412
"949"	60053195	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"Hope Floats"	6.1	26477	0	114	2.93456790123457
"950"	67355513	1997	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	"Insomnia"	7.3	13945	0	96	3.56651954602774
"951"	12958	1997	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Little Boy Blue"	6.3	2108	0	105	2.86065573770492
"952"	12958	1997	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Little Boy Blue"	7.8	4194	0	60	3.75
"953"	25605015	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"Can't Hardly Wait"	6.5	48823	0	100	3.18557880967953
"954"	1295194	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Cousin Bette"	6.2	2661	0	108	3.08070866141732
"955"	1960216	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"High Art"	6.6	10337	0	101	3.54578189300412
"956"	250897	1998	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Passion in the Desert"	6.5	855	0	91	2.97619047619048
"957"	17744	1997	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Dear Jesse"	7	154	0	82	3.28571428571429
"958"	24727	1996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"Dream for an Insomniac"	6.1	2731	0	90	3.22368421052632
"959"	2284034	1997	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Hav Plenty"	6.4	1040	0	92	2.77083333333333
"960"	1338335	1997	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Henry Fool"	7.2	7196	0	137	3.52954545454545
"961"	301796	1997	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Mr. Jealousy"	6.4	2234	0	103	3.11276595744681
"962"	120620254	1998	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	"Mulan"	7.7	272155	0	88	3.73147564598902
"963"	37562568	1998	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	"Out of Sight"	5.6	106	0	87	2.5
"964"	37562568	1998	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	"Out of Sight"	7	90097	0	123	3.67618983597741
"965"	6745362	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Smoke Signals"	7.2	11440	0	89	3.81596806387226
"966"	201578182	1998	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	"Armageddon"	6.7	411307	0	151	2.99303074412245
"967"	130444603	1998	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"Lethal Weapon 4"	6.6	159017	0	127	3.11850759809481
"968"	29967750	1998	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Madeline"	6	7300	0	88	3.13703703703704
"969"	54682547	1998	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	"Small Soldiers"	6.2	96843	0	108	2.82278642510845
"970"	3221152	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	"Pi"	7.4	175191	0	84	3.7280338948855
"971"	307037	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Whatever"	6.4	1008	0	112	3.25480769230769
"972"	176484651	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"There's Something About Mary"	7.1	302909	0	119	3.51948775055679
"973"	7221458	1949	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"All the King's Men"	7.5	14503	0	110	3.89783105022831
"974"	7221458	1949	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"All the King's Men"	6.2	24375	0	128	3.12300319488818
"975"	44055492	1961	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	"West Side Story"	7.5	104950	0	153	3.75207675207675
"976"	44785053	1969	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Midnight Cowboy"	7.8	107494	0	113	3.98123240538004
"977"	117235147	1976	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Rocky"	8.1	546287	0	120	3.72869133467313
"978"	13723253	1986	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	"Labyrinth"	5.9	3250	0	180	3.3125
"979"	47000000	1978	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Halloween"	6	81	0	7	2.41666666666667
"980"	47000000	1978	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Halloween"	6.6	141394	0	106	3.1951566951567
"981"	25533818	1981	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Halloween II"	4.8	52580	0	105	2.63486842105263
"982"	76606280	1982	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	"Poltergeist"	4.9	57109	0	93	2.70648967551622
"983"	30749142	1977	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Exorcist II: The Heretic"	3.8	23996	0	117	1.90191146881288
"984"	692588	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Polish Wedding"	5.6	3260	0	105	2.72714681440443
"985"	51618	1997	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	"This World, Then the Fireworks"	5.2	1207	0	100	2.53225806451613
"986"	1236166	1927	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	"Metropolis"	8.3	168480	0	153	3.97654443343244
"987"	110230332	1977	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Freaky Friday"	6.3	12586	0	95	3.08234295415959
"988"	110230332	1977	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Freaky Friday"	6	1246	0	86	2.9
"989"	25942000	1977	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Freaky Friday"	6.3	12586	0	95	3.08234295415959
"990"	25942000	1977	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Freaky Friday"	6	1246	0	86	2.9
"991"	102247150	1942	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bambi"	7.3	137611	0	70	3.50037707390649
"992"	102247150	1942	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bambi"	7	131	0	58	3.5
"993"	17514980	1998	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	"Disturbing Behavior"	5.6	22126	0	84	2.64167393199651
"994"	217049603	1998	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	"Saving Private Ryan"	8.6	1309758	0	169	4.0441079024432
"995"	2070399	1997	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Billy's Hollywood Screen Kiss"	6.7	3833	0	92	3.44347826086957
"996"	30577969	1994	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Blank Check"	5.3	20154	0	93	2.34285714285714
"997"	45610410	1994	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"D2: The Mighty Ducks"	6.1	39449	0	106	2.65929203539823
"998"	29000000	1977	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Herbie Goes to Monte Carlo"	5.7	7272	0	105	2.57687723480334
"999"	39514713	1993	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	"Hocus Pocus"	6.9	118559	0	96	3.08006477150054
"1000"	7027290	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"BASEketball"	6.5	60267	0	103	3.0303260045489
"1001"	111721910	1965	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	"Doctor Zhivago"	8	73593	0	197	3.92814854682454
"1002"	93602326	1955	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Lady and the Tramp"	7.3	129789	0	76	3.58350583364697
"1003"	87404651	1953	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	"Peter Pan"	7.1	1043	0	105	3.83333333333333
"1004"	87404651	1953	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	"Peter Pan"	7.3	133701	0	77	3.56567907708443
"1005"	87404651	1953	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	"Peter Pan"	7.5	2037	0	100	3.55844155844156
"1006"	48462608	1953	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	"Peter Pan"	7.1	1043	0	105	3.83333333333333
"1007"	48462608	1953	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	"Peter Pan"	7.3	133701	0	77	3.56567907708443
"1008"	48462608	1953	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	"Peter Pan"	7.5	2037	0	100	3.55844155844156
"1009"	51600000	1959	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"Sleeping Beauty"	7.2	143189	0	75	3.57121492664863
"1010"	3342223	1994	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Squanto: A Warrior's Tale"	6.1	1219	0	102	3.13698630136986
"1011"	8247627	1995	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	"Tall Tale"	5.9	3724	0	96	3.05140186915888
"1012"	5632086	1993	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	"Swing Kids"	6.8	16133	0	112	3.33739554317549
"1013"	15185672	1993	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	"Needful Things"	6.3	24373	0	120	2.93733766233766
"1014"	14568989	1984	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	"Children of the Corn"	3.8	5916	0	92	2.10416666666667
"1015"	55591409	1998	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	"Snake Eyes"	5.7	3782	0	108	2.50877192982456
"1016"	55591409	1998	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	"Snake Eyes"	6	79425	0	98	2.80372175454143
"1017"	42953	1997	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"First Love, Last Rites"	5.4	338	0	94	2.43055555555556
"1018"	45724	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Safe Men"	5.9	3317	0	88	3.29074889867841
"1019"	28000000	1966	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Who's Afraid of Virginia Woolf?"	8	73294	0	131	4.02934609250399
"1020"	34368475	1987	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Adventures in Babysitting"	6.1	3741	0	105	2.675
"1021"	144156605	1967	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"Doctor Dolittle"	6.2	9212	0	152	3.04295882053889
"1022"	144156605	1967	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"Doctor Dolittle"	5.4	95468	0	85	2.66743665126697
"1023"	15502112	1985	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	"Legend"	6.4	2092	0	168	3.5
"1024"	15502112	1985	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	"Legend"	6.9	169556	0	132	3.44549418604651
"1025"	1872994	1985	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	"Legend"	6.4	2092	0	168	3.5
"1026"	1872994	1985	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	"Legend"	6.9	169556	0	132	3.44549418604651
"1027"	10224116	1998	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Air Bud: Golden Receiver"	4.5	5646	0	90	1.9963924963925
"1028"	37672941	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"How Stella Got Her Groove Back"	5.7	7418	0	124	2.67623762376238
"1029"	4714658	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Your Friends and Neighbors"	6.3	8009	0	100	3.20288248337029
"1030"	8341087	1998	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	"Return to Paradise"	6.9	14350	0	111	3.51916932907348
"1031"	70087718	1998	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	"Blade"	7.1	260366	0	120	3.36319268311429
"1032"	15923122	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"Dance with Me"	5.9	6329	0	126	3.04761904761905
"1033"	15064946	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Dead Man on Campus"	6	15454	0	96	2.71090733590734
"1034"	9623329	1998	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Wrongfully Accused"	6.1	24961	0	87	2.71303395399781
"1035"	16757163	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"54"	5.8	32744	0	93	2.79134429400387
"1036"	206272	1997	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	"I Married a Strange Person!"	7	1949	0	75	3.4478021978022
"1037"	10023282	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Dirty Work"	6.5	26764	0	82	3.04577777777778
"1038"	10319915	1998	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Knock Off"	4.9	14779	0	91	2.16343042071197
"1039"	785482	1997	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Firelight"	7.3	4363	0	103	3.49664429530201
"1040"	45661	1998	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	"Phoenix"	3.4	199	0	90	2
"1041"	45661	1998	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	"Phoenix"	6.4	3864	0	107	3.12162162162162
"1042"	45661	1998	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	"Phoenix"	7.3	18205	0	98	3.62686567164179
"1043"	186336279	1941	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Mr. & Mrs. Smith"	6.4	10101	0	95	3.36942148760331
"1044"	2656784	1928	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Easy Virtue"	5.6	2723	0	80	2.60526315789474
"1045"	22912409	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Rounders"	7.3	147658	0	121	3.71761313220941
"1046"	501818	1997	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	"Cube"	7.2	222990	0	90	3.58908161893237
"1047"	43961	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Digging to China"	6.8	2678	0	98	2.975
"1048"	240067	1999	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	"One Man's Hero"	6.1	1235	0	121	2.41176470588235
"1049"	18253415	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Simon Birch"	6.9	21098	0	114	3.44216089254257
"1050"	777423	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Without Limits"	7.2	6952	0	117	3.63123359580052
"1051"	23591472	1990	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"My Blue Heaven"	6.2	510	0	96	2.16666666666667
"1052"	53710019	1992	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Hero"	6.8	859	0	173	1.5
"1053"	19507345	1992	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Hero"	6.8	859	0	173	1.5
"1054"	10555348	1989	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"We're No Angels"	7.5	9053	0	106	3.75112107623318
"1055"	106614059	1993	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"Indecent Proposal"	6	68478	0	117	2.79035465694398
"1056"	1171001	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Permanent Midnight"	6.2	7411	0	88	3.19774590163934
"1057"	23245840	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"One True Thing"	7	11903	0	127	3.46973365617433
"1058"	141186864	1998	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"Rush Hour"	7	254896	0	98	3.43549488054607
"1059"	146125	1998	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Six-String Samurai"	6.6	7286	0	91	3.38427299703264
"1060"	41616262	1998	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"Ronin"	7.3	179022	0	122	3.57675244010648
"1061"	38072438	1998	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	"Urban Legend"	5.6	64419	0	99	2.65917159763314
"1062"	1794086	1998	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"Clay Pigeons"	6.6	11331	0	104	3.30613496932515
"1063"	2281761	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Pecker"	6.4	13969	0	87	3.39703110273327
"1064"	399748	1994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bandit Queen"	7.6	4729	0	119	3.69538461538462
"1065"	90757863	1998	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Antz"	6.5	151353	0	83	3.23630794550608
"1066"	55382927	1998	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	"What Dreams May Come"	7	106543	0	113	3.31946386946387
"1067"	713239	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Strangeland"	5.1	6994	0	85	2.309375
"1068"	9984123	1975	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	"Nashville"	7.7	25508	0	160	3.91111111111111
"1069"	1009819	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Slam"	7.1	2334	0	100	3.62189054726368
"1070"	12069719	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Holy Man"	4.9	19813	0	114	2.51239224137931
"1071"	1223034	1998	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"One Tough Cop"	5.2	1238	0	90	2.66944444444444
"1072"	22852487	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Beloved"	6	8867	0	172	2.90833333333333
"1073"	46683377	1998	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	"Practical Magic"	6.3	78431	0	104	3.08615165539338
"1074"	2807390	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Happiness"	7.7	68840	0	134	3.83333333333333
"1075"	2807390	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Happiness"	7.1	297	0	80	3.5
"1076"	4960	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Reach the Rock"	6.7	868	0	100	2.86842105263158
"1077"	8863193	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	"Apt Pupil"	6.7	37798	0	111	3.10371876815805
"1078"	40584421	1998	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	"Pleasantville"	7.5	126146	0	124	3.57566176470588
"1079"	14594226	1998	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	"Soldier"	6.1	55514	0	99	2.87703068592058
"1080"	602302	1997	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Orgazmo"	6.1	36112	0	94	3.06366366366366
"1081"	106116	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	"Shattered Image"	4.9	702	0	102	2.70238095238095
"1082"	6719864	1998	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	"American History X"	8.5	1076769	0	119	4.14000064191033
"1083"	12905901	1998	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"Living Out Loud"	6.6	4786	0	100	3.33727272727273
"1084"	9639390	1998	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	"Belly"	6.3	10727	0	96	2.98611111111111
"1085"	6451628	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Gods and Monsters"	7.4	30460	0	105	3.8076739182405
"1086"	1053788	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Velvet Goldmine"	7	35027	0	118	3.36859205776173
"1087"	40002112	1998	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	"I Still Know What You Did Last Summer"	4.7	72074	0	100	2.10031048483401
"1088"	12214338	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"I'll Be Home for Christmas"	5.5	10287	0	86	2.55438066465257
"1089"	44619100	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"Meet Joe Black"	7.2	229370	0	178	3.33632286995516
"1090"	2287818	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Dancing at Lughnasa"	6.3	3701	0	95	3.22181818181818
"1091"	14540	1996	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Hard Core Logo"	7.3	2678	0	92	3.60655737704918
"1092"	111549836	1998	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Enemy of the State"	7.3	236563	0	132	3.57162319968859
"1093"	5078660	1998	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Celebrity"	6.3	26538	0	113	2.95822339489886
"1094"	14328	1998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	"Savior"	7.3	10841	0	103	3.55078125
"1095"	10158	1953	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Glen or Glenda"	4.2	8496	0	65	2.72015915119363
"1096"	218080025	1933	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	"King Kong"	7.9	83208	0	100	3.54340987731991
"1097"	218080025	1933	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	"King Kong"	5.9	31762	0	134	2.77497194163861
